ExpsampleID,BiosampleID,ExperimentID,ReagentID,TreatmentID,filename,CompFiles,ExpsampleName,ExpsampleDescription,AdditionalResults,StudyID,protocolIDs,SubjectID,PlannedVisitID,Type,Subtype,BiosampleName,BiosampleDescription,StudyTimeCollected,StudyTimeCollectedUnit,StudyTimeToEvent,StudyTimeToEventSpecify,ExperimentName,ExperimentDescription,MeasurementTechnique
ILT_00-Reference Group-DR_CD3 FITC (Beads),ND006,ILT_00,FITC CD3,ICS_Media,DTR_2023_ILT_00-Reference Group-DR_CD3 FITC (Beads).fcs,,,,,study_1716,protocol_1716_1,ND006,plannedvisit_1716_1,Other,Beads,,,0,Days,Not Specified,,ILT_00,,Spectral Flow Cytometry
ILT_00-Reference Group-DR_CD3 Spark Blue 550 (Beads),ND006,ILT_00,Spark Blue 550 CD3,ICS_Media,DTR_2023_ILT_00-Reference Group-DR_CD3 Spark Blue 550 (Beads).fcs,,,,,study_1716,protocol_1716_1,ND006,plannedvisit_1716_1,Other,Beads,,,0,Days,Not Specified,,ILT_00,,Spectral Flow Cytometry
ILT_00-Reference Group-DR_CD38 APC-Fire 810 (Beads),ND006,ILT_00,APC-Fire 810 CD38,ICS_Media,DTR_2023_ILT_00-Reference Group-DR_CD38 APC-Fire 810 (Beads).fcs,,,,,study_1716,protocol_1716_1,ND006,plannedvisit_1716_1,Other,Beads,,,0,Days,Not Specified,,ILT_00,,Spectral Flow Cytometry
ILT_00-Reference Group-DR_CD4 BUV805 (Beads),ND006,ILT_00,BUV805 CD4,ICS_Media,DTR_2023_ILT_00-Reference Group-DR_CD4 BUV805 (Beads).fcs,,,,,study_1716,protocol_1716_1,ND006,plannedvisit_1716_1,Other,Beads,,,0,Days,Not Specified,,ILT_00,,Spectral Flow Cytometry
ILT_00-Reference Group-DR_CD45RA BV510 (Beads),ND006,ILT_00,BV510 CD45RA,ICS_Media,DTR_2023_ILT_00-Reference Group-DR_CD45RA BV510 (Beads).fcs,,,,,study_1716,protocol_1716_1,ND006,plannedvisit_1716_1,Other,Beads,,,0,Days,Not Specified,,ILT_00,,Spectral Flow Cytometry
ILT_00-Reference Group-DR_CD56 BV605 (Beads),ND006,ILT_00,BV605 CD56,ICS_Media,DTR_2023_ILT_00-Reference Group-DR_CD56 BV605 (Beads).fcs,,,,,study_1716,protocol_1716_1,ND006,plannedvisit_1716_1,Other,Beads,,,0,Days,Not Specified,,ILT_00,,Spectral Flow Cytometry
ILT_00-Reference Group-DR_CD62L BUV395 (Beads),ND006,ILT_00,BUV395 CD62L,ICS_Media,DTR_2023_ILT_00-Reference Group-DR_CD62L BUV395 (Beads).fcs,,,,,study_1716,protocol_1716_1,ND006,plannedvisit_1716_1,Other,Beads,,,0,Days,Not Specified,,ILT_00,,Spectral Flow Cytometry
ILT_00-Reference Group-DR_CD69 BUV563 (Beads),ND006,ILT_00,BUV563 CD69,ICS_PMA,DTR_2023_ILT_00-Reference Group-DR_CD69 BUV563 (Beads).fcs,,,,,study_1716,protocol_1716_1,ND006,plannedvisit_1716_1,Other,Beads,,,0,Days,Not Specified,,ILT_00,,Spectral Flow Cytometry
ILT_00-Reference Group-DR_CD7 BV711 (Beads),ND006,ILT_00,BV711 CD7,ICS_Media,DTR_2023_ILT_00-Reference Group-DR_CD7 BV711 (Beads).fcs,,,,,study_1716,protocol_1716_1,ND006,plannedvisit_1716_1,Other,Beads,,,0,Days,Not Specified,,ILT_00,,Spectral Flow Cytometry
ILT_00-Reference Group-DR_CD8 BUV496 (Beads),ND006,ILT_00,BUV496 CD8,ICS_Media,DTR_2023_ILT_00-Reference Group-DR_CD8 BUV496 (Beads).fcs,,,,,study_1716,protocol_1716_1,ND006,plannedvisit_1716_1,Other,Beads,,,0,Days,Not Specified,,ILT_00,,Spectral Flow Cytometry
ILT_00-Reference Group-DR_CXCR3 BUV737 (Beads),ND006,ILT_00,BUV737 CD183,ICS_Media,DTR_2023_ILT_00-Reference Group-DR_CXCR3 BUV737 (Beads).fcs,,,,,study_1716,protocol_1716_1,ND006,plannedvisit_1716_1,Other,Beads,,,0,Days,Not Specified,,ILT_00,,Spectral Flow Cytometry
ILT_00-Reference Group-DR_Dump_CD14 Pacific Blue (Beads),ND006,ILT_00,Pacific Blue CD14,ICS_Media,DTR_2023_ILT_00-Reference Group-DR_Dump_CD14 Pacific Blue (Beads).fcs,,,,,study_1716,protocol_1716_1,ND006,plannedvisit_1716_1,Other,Beads,,,0,Days,Not Specified,,ILT_00,,Spectral Flow Cytometry
ILT_00-Reference Group-DR_Dump_CD19 Pacific Blue (Beads),ND006,ILT_00,Pacific Blue CD19,ICS_Media,DTR_2023_ILT_00-Reference Group-DR_Dump_CD19 Pacific Blue (Beads).fcs,,,,,study_1716,protocol_1716_1,ND006,plannedvisit_1716_1,Other,Beads,,,0,Days,Not Specified,,ILT_00,,Spectral Flow Cytometry
ILT_00-Reference Group-DR_IFNg BV750 (Beads),ND006,ILT_00,BV750 IFNg,ICS_PMA,DTR_2023_ILT_00-Reference Group-DR_IFNg BV750 (Beads).fcs,,,,,study_1716,protocol_1716_1,ND006,plannedvisit_1716_1,Other,Beads,,,0,Days,Not Specified,,ILT_00,,Spectral Flow Cytometry
ILT_00-Reference Group-DR_NKG2D PE (Beads),ND006,ILT_00,PE CD314,ICS_Media,DTR_2023_ILT_00-Reference Group-DR_NKG2D PE (Beads).fcs,,,,,study_1716,protocol_1716_1,ND006,plannedvisit_1716_1,Other,Beads,,,0,Days,Not Specified,,ILT_00,,Spectral Flow Cytometry
ILT_00-Reference Group-DR_PD1 PE-Vio770 (Beads),ND006,ILT_00,PE-Vio 770 CD279,ICS_Media,DTR_2023_ILT_00-Reference Group-DR_PD1 PE-Vio770 (Beads).fcs,,,,,study_1716,protocol_1716_1,ND006,plannedvisit_1716_1,Other,Beads,,,0,Days,Not Specified,,ILT_00,,Spectral Flow Cytometry
ILT_00-Reference Group-DR_TNFa PE-Dazzle594 (Beads),ND006,ILT_00,PE-Dazzle 594 TNFa,ICS_PMA,DTR_2023_ILT_00-Reference Group-DR_TNFa PE-Dazzle594 (Beads).fcs,,,,,study_1716,protocol_1716_1,ND006,plannedvisit_1716_1,Other,Beads,,,0,Days,Not Specified,,ILT_00,,Spectral Flow Cytometry
ILT_00-Reference Group-DR_Va24Ja18 FITC (Beads),ND006,ILT_00,FITC Va24Ja18,ICS_Media,DTR_2023_ILT_00-Reference Group-DR_Va24Ja18 FITC (Beads).fcs,,,,,study_1716,protocol_1716_1,ND006,plannedvisit_1716_1,Other,Beads,,,0,Days,Not Specified,,ILT_00,,Spectral Flow Cytometry
ILT_00-Reference Group-DR_Va7.2 Alexa Fluor 647 (Beads),ND006,ILT_00,Alexa Fluor 647 Va7.2,ICS_Media,DTR_2023_ILT_00-Reference Group-DR_Va7.2 Alexa Fluor 647 (Beads).fcs,,,,,study_1716,protocol_1716_1,ND006,plannedvisit_1716_1,Other,Beads,,,0,Days,Not Specified,,ILT_00,,Spectral Flow Cytometry
ILT_00-Reference Group-DR_VD2 BUV661 (Beads),ND006,ILT_00,BUV661 Vd2,ICS_Media,DTR_2023_ILT_00-Reference Group-DR_VD2 BUV661 (Beads).fcs,,,,,study_1716,protocol_1716_1,ND006,plannedvisit_1716_1,Other,Beads,,,0,Days,Not Specified,,ILT_00,,Spectral Flow Cytometry
