"ExpsampleID","BiosampleID","ExperimentID","ReagentID","TreatmentID","filename","CompFiles","ExpsampleName","ExpsampleDescription","AdditionalResults","StudyID","protocolIDs","SubjectID","PlannedVisitID","Type","Subtype","BiosampleName","BiosampleDescription","StudyTimeCollected","StudyTimeCollectedUnit","StudyTimeToEvent","StudyTimeToEventSpecify","ExperimentName","ExperimentDescription","MeasurementTechnique"
"ILT_04-INF374-Ctrl_Unstained","INF374","ILT_04","Unstained","ICS_Media","DTR_2023_ILT_04-INF374-Ctrl_Unstained.fcs","","","","","study_1716","protocol_1716_1","INF374","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-INF374-PMA_Antibody","INF374","ILT_04","AntibodyPanel","ICS_PMA","DTR_2023_ILT_04-INF374-PMA_Antibody.fcs","","","","","study_1716","protocol_1716_1","INF374","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-INF374-PMA_Unstained","INF374","ILT_04","Unstained","ICS_Media","DTR_2023_ILT_04-INF374-PMA_Unstained.fcs","","","","","study_1716","protocol_1716_1","INF374","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-ND006_v4-Ctrl_Unstained","ND006","ILT_04","Unstained","ICS_Media","DTR_2023_ILT_04-ND006_v4-Ctrl_Unstained.fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-ND006_v4-PMA_Unstained","ND006","ILT_04","Unstained","ICS_Media","DTR_2023_ILT_04-ND006_v4-PMA_Unstained.fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-ND050_v4-Ctrl_Antibody","ND050","ILT_04","AntibodyPanel","ICS_Media","DTR_2023_ILT_04-ND050_v4-Ctrl_Antibody.fcs","","","","","study_1716","protocol_1716_1","ND050","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-ND050_v4-Ctrl_Tetramer","ND050","ILT_04","TetramerPanel","ICS_Media","DTR_2023_ILT_04-ND050_v4-Ctrl_Tetramer.fcs","","","","","study_1716","protocol_1716_1","ND050","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-ND050_v4-Ctrl_Unstained","ND050","ILT_04","Unstained","ICS_Media","DTR_2023_ILT_04-ND050_v4-Ctrl_Unstained.fcs","","","","","study_1716","protocol_1716_1","ND050","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-ND050_v4-PMA_Antibody","ND050","ILT_04","AntibodyPanel","ICS_PMA","DTR_2023_ILT_04-ND050_v4-PMA_Antibody.fcs","","","","","study_1716","protocol_1716_1","ND050","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-ND050_v4-PMA_Unstained","ND050","ILT_04","Unstained","ICS_Media","DTR_2023_ILT_04-ND050_v4-PMA_Unstained.fcs","","","","","study_1716","protocol_1716_1","ND050","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_CCR4 BUV615 (Cells)","ND006","ILT_04","BUV615 CD194","ICS_Media","DTR_2023_ILT_04-Reference Group-DR_CCR4 BUV615 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_CCR6 BV786 (Cells)","ND006","ILT_04","BV786 CD196","ICS_Media","DTR_2023_ILT_04-Reference Group-DR_CCR6 BV786 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_CCR7 BV650 (Cells)","ND006","ILT_04","BV650 CD197","ICS_Media","DTR_2023_ILT_04-Reference Group-DR_CCR7 BV650 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_CD107a APC-R700 (Cells)","ND006","ILT_04","APC-R700 CD107a","ICS_PMA","DTR_2023_ILT_04-Reference Group-DR_CD107a APC-R700 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_CD127 BV421 (Cells)","ND006","ILT_04","BV421 CD127","ICS_Media","DTR_2023_ILT_04-Reference Group-DR_CD127 BV421 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_CD16 APC (Cells)","ND006","ILT_04","APC CD16","ICS_Media","DTR_2023_ILT_04-Reference Group-DR_CD16 APC (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_CD161 BV480 (Cells)","ND006","ILT_04","BV480 CD161","ICS_Media","DTR_2023_ILT_04-Reference Group-DR_CD161 BV480 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_CD25 PE-Cy5 (Cells)","ND006","ILT_04","PE-Cy5 CD25","ICS_Media","DTR_2023_ILT_04-Reference Group-DR_CD25 PE-Cy5 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_CD26 PerCP-Cy5.5 (Cells)","ND006","ILT_04","PerCP-Cy5.5 CD26","ICS_Media","DTR_2023_ILT_04-Reference Group-DR_CD26 PerCP-Cy5.5 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_CD27 APC-Fire 750 (Cells)","ND006","ILT_04","APC-Fire 750 CD27","ICS_Media","DTR_2023_ILT_04-Reference Group-DR_CD27 APC-Fire 750 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_CD3 Alexa Fluor 488 (Cells)","ND006","ILT_04","Alexa Fluor 488 CD3","ICS_Media","DTR_2023_ILT_04-Reference Group-DR_CD3 Alexa Fluor 488 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_CD3 Alexa Fluor 647 (Cells)","ND006","ILT_04","Alexa Fluor 647 CD3","ICS_Media","DTR_2023_ILT_04-Reference Group-DR_CD3 Alexa Fluor 647 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_CD3 FITC (Cells)","ND006","ILT_04","FITC CD3","ICS_Media","DTR_2023_ILT_04-Reference Group-DR_CD3 FITC (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_CD3 Spark Blue 550 (Cells)","ND006","ILT_04","Spark Blue 550 CD3","ICS_Media","DTR_2023_ILT_04-Reference Group-DR_CD3 Spark Blue 550 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_CD3_PMA APC (Cells)","ND006","ILT_04","APC CD3","ICS_PMA","DTR_2023_ILT_04-Reference Group-DR_CD3_PMA APC (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_CD38 APC-Fire 810 (Cells)","ND006","ILT_04","APC-Fire 810 CD38","ICS_Media","DTR_2023_ILT_04-Reference Group-DR_CD38 APC-Fire 810 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_CD4 BUV805 (Cells)","ND006","ILT_04","BUV805 CD4","ICS_Media","DTR_2023_ILT_04-Reference Group-DR_CD4 BUV805 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_CD45RA BV510 (Cells)","ND006","ILT_04","BV510 CD45RA","ICS_Media","DTR_2023_ILT_04-Reference Group-DR_CD45RA BV510 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_CD56 BV605 (Cells)","ND006","ILT_04","BV605 CD56","ICS_Media","DTR_2023_ILT_04-Reference Group-DR_CD56 BV605 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_CD62L BUV395 (Cells)","ND006","ILT_04","BUV395 CD62L","ICS_Media","DTR_2023_ILT_04-Reference Group-DR_CD62L BUV395 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_CD69 BUV563 (Cells)","ND006","ILT_04","BUV563 CD69","ICS_PMA","DTR_2023_ILT_04-Reference Group-DR_CD69 BUV563 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_CD7 BV711 (Cells)","ND006","ILT_04","BV711 CD7","ICS_Media","DTR_2023_ILT_04-Reference Group-DR_CD7 BV711 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_CD8 BUV496 (Cells)","ND006","ILT_04","BUV496 CD8","ICS_Media","DTR_2023_ILT_04-Reference Group-DR_CD8 BUV496 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_CXCR3 BUV737 (Cells)","ND006","ILT_04","BUV737 CD183","ICS_Media","DTR_2023_ILT_04-Reference Group-DR_CXCR3 BUV737 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_Dump_CD14 Pacific Blue (Cells)","ND006","ILT_04","Pacific Blue CD14","ICS_Media","DTR_2023_ILT_04-Reference Group-DR_Dump_CD14 Pacific Blue (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_Dump_CD19 Pacific Blue (Cells)","ND006","ILT_04","Pacific Blue CD19","ICS_Media","DTR_2023_ILT_04-Reference Group-DR_Dump_CD19 Pacific Blue (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_IFNg BV750 (Cells)","ND006","ILT_04","BV750 IFNg","ICS_PMA","DTR_2023_ILT_04-Reference Group-DR_IFNg BV750 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_NKG2D PE (Cells)","ND006","ILT_04","PE CD314","ICS_Media","DTR_2023_ILT_04-Reference Group-DR_NKG2D PE (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_PD1 PE-Vio770 (Cells)","ND006","ILT_04","PE-Vio 770 CD279","ICS_Media","DTR_2023_ILT_04-Reference Group-DR_PD1 PE-Vio770 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_TNFa PE-Dazzle594 (Cells)","ND006","ILT_04","PE-Dazzle 594 TNFa","ICS_PMA","DTR_2023_ILT_04-Reference Group-DR_TNFa PE-Dazzle594 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_VD2 BUV661 (Cells)","ND006","ILT_04","BUV661 Vd2","ICS_Media","DTR_2023_ILT_04-Reference Group-DR_VD2 BUV661 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_Viability Zombie NIR (Cells)","ND006","ILT_04","Zombie NIR Viability","ICS_Media","DTR_2023_ILT_04-Reference Group-DR_Viability Zombie NIR (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
"ILT_04-Reference Group-DR_Viability_PMA Zombie NIR (Cells)","ND006","ILT_04","Zombie NIR Viability","ICS_PMA","DTR_2023_ILT_04-Reference Group-DR_Viability_PMA Zombie NIR (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_04","","Spectral Flow Cytometry"
